nsamples r_rnd r_ucb r_sve
16 0.183222751061 0.104045763673 0.0437471754132
32 0.134599452594 0.06426708902 0.0276014848843
48 0.103180345626 0.0417652570911 0.0209228801805
64 0.0759488896953 0.0314792972769 0.0166110567268
80 0.0623430278715 0.0241256463424 0.0141493942771
96 0.0495912922072 0.0192149361752 0.0125205373489
112 0.041452673443 0.0167624352239 0.0113167026704
128 0.0349250826436 0.0143616683829 0.0102015533255
144 0.0316903203366 0.0128907585383 0.00977505678533
160 0.0274822883428 0.0113906427462 0.00850383141989
176 0.0248757727783 0.00927556589612 0.00831140044775
192 0.021701094488 0.00870849082337 0.00766937355276
208 0.0193771596972 0.00808356717432 0.00706902653499
224 0.0173037977693 0.00722060630753 0.0071457469316
240 0.017546486632 0.00697461877616 0.00652016837498
256 0.0156552469701 0.00590127427156 0.00615806596213
272 0.0144527645334 0.00599115487657 0.00604517579669
288 0.0137870497704 0.00566410765355 0.00590673577713
304 0.0129385050117 0.00517568189628 0.00518032569369
