NSMPLS	MAXVOI	NGAMES	WIN_B	ERRW_B	WIN_W	ERRW_W
10000	.000000	1000	0.406	0.016	0.4	0.015
10000	.000001	1000	0.359	0.015	0.349	0.015
10000	.000010	1000	0.415	0.016	0.406	0.016
10000	.000100	1000	0.456	0.016	0.449	0.016
10000	.001000	1000	0.607	0.015	0.604	0.015
10000	.003000	1000	0.951	0.007	0.951	0.007
