NSMPLS	MAXVOI	NGAMES	WIN_B	ERRW_B	WIN_W	ERRW_W
7000	.000000	1000	0.442	0.016	0.422	0.016
7000	.000001	1000	0.375	0.015	0.374	0.015
7000	.000010	1000	0.515	0.016	0.465	0.016
7000	.000100	1000	0.538	0.016	0.532	0.016
7000	.001000	1000	0.939	0.008	0.938	0.008
7000	.003000	1000	1.0	0.0	1.0	0.0
