NSMPLS	MAXVOI	NGAMES	WIN_B	ERRW_B	WIN_W	ERRW_W
10000	.000000	1000	0.445	0.016	0.445	0.016
10000	.000001	1000	0.386	0.015	0.379	0.015
10000	.000010	1000	0.413	0.016	0.406	0.016
10000	.000100	1000	0.622	0.015	0.619	0.015
10000	.001000	1000	0.991	0.003	0.99	0.003
10000	.003000	1000	1.0	0.0	0.999	0.001
