NSMPLS	MAXVOI	NGAMES	WIN_B	ERRW_B	WIN_W	ERRW_W
15000	.000000	1000	0.419	0.016	0.417	0.016
15000	.000001	1000	0.426	0.016	0.423	0.016
15000	.000010	1000	0.513	0.016	0.442	0.016
15000	.000100	1000	0.452	0.016	0.511	0.016
15000	.001000	1000	0.738	0.014	0.737	0.014
15000	.003000	1000	0.973	0.005	0.973	0.005
