NSMPLS	MAXVOI	NGAMES	WIN_B	ERRW_B	WIN_W	ERRW_W
15000	.000000	1000	0.336	0.015	0.332	0.015
<<<<<<< HEAD
15000	.000001	1000	0.386	0.015	0.386	0.015
=======
15000	.000001	1000	0.349	0.015	0.346	0.015
>>>>>>> 74e68d408bfd7f974b46409a66d7a6d5d9362b72
15000	.000010	1000	0.394	0.015	0.39	0.015
15000	.000100	1000	0.396	0.015	0.392	0.015
15000	.001000	1000	0.716	0.014	0.713	0.014
15000	.003000	1000	0.974	0.005	0.973	0.005
