NSMPLS	MAXVOI	NGAMES	WIN_B	ERRW_B	WIN_W	ERRW_W
7000	0000	1000	0.506	0.016	0.503	0.016
7000	0001	1000	0.452	0.016	0.442	0.016
7000	0010	1000	0.484	0.016	0.456	0.016
7000	0100	1000	0.541	0.016	0.532	0.016
7000	1000	1000	0.554	0.016	0.548	0.016
7000	3000	1000	0.908	0.009	0.906	0.009
